ID_TICKET,ID_CAJA,CURP,ID_SUCURSAL,TIME_STAMP,CLIENTE,NO_PRODUCTOS,TIPO_PAGO,TOTAL_COMPRA
379,74,VEMC760926FQRNAA13,20,0:45:00,Cliente0379,10,tarjeta,9.47
380,3,BETL920711FDGRWA64,1,0:05:00,Cliente0380,3,efectivo,1.41
381,60,ROSE760109MASWUR22,2,0:21:00,Cliente0381,1,tarjeta,7.83
382,82,DUUS830112FTSIRT54,3,0:49:00,Cliente0382,7,efectivo,7.71
383,55,PRGL701222FMCIII62,4,0:02:00,Cliente0383,5,tarjeta,4.33
384,50,HUPF751231FCMNAE48,5,0:44:00,Cliente0384,6,efectivo,1.9
385,22,LEBC850828PSPTLO16,6,0:00:00,Cliente0385,7,tarjeta,1.11
386,4,DABR930520MPLRIA38,7,0:59:00,Cliente0386,5,efectivo,8.95
387,89,MABP780714MMNFRA82,8,0:08:00,Cliente0387,1,tarjeta,1.37
388,77,SHSS960626FGRECI13,9,0:49:00,Cliente0388,10,efectivo,1.97
389,69,MUOS760923MNTNPI24,10,0:23:00,Cliente0389,8,tarjeta,7.59
390,90,HINA980519MOCNAD56,11,0:28:00,Cliente0390,3,efectivo,8.76
391,7,KABH790308MBSROA03,12,0:19:00,Cliente0391,3,tarjeta,8.55
392,14,SHCJ990110FCHAAU13,13,0:06:00,Cliente0392,8,efectivo,3.19
393,94,COBI760520MASPAN90,14,0:29:00,Cliente0393,7,tarjeta,4.89
394,53,GAVF891225FTSDIR46,15,0:50:00,Cliente0394,4,efectivo,9.85
395,11,COMM900506FTSCOA03,16,0:13:00,Cliente0395,8,tarjeta,4.94
396,61,GIWG820104FNLLAE76,17,0:58:00,Cliente0396,8,efectivo,7.65
397,19,PACA700821FGTULN20,18,0:01:00,Cliente0397,3,tarjeta,3.76
398,19,GIHN980222MCMLAI09,19,0:33:00,Cliente0398,2,efectivo,9.17
399,45,GELG970223FGTIEL29,20,0:39:00,Cliente0399,1,tarjeta,9.57
400,55,CEPY851026FNTSRO85,1,0:05:00,Cliente0400,3,efectivo,1.0
401,11,GIWG820104FNLLAE76,2,0:18:00,Cliente0401,7,tarjeta,5.95
402,6,VEEH800225MCSRRU48,3,0:28:00,Cliente0402,1,efectivo,1.25
403,77,THFT841224MQROII59,4,0:18:00,Cliente0403,7,tarjeta,8.33
404,30,DOEB820928MDFMNE22,5,0:40:00,Cliente0404,3,efectivo,8.3
405,30,GAVF891225FTSDIR46,6,0:20:00,Cliente0405,10,tarjeta,1.33
406,46,SMDH870821NDFAUA60,7,0:33:00,Cliente0406,3,efectivo,5.1
407,90,WHGD870116FVZAUA72,8,0:15:00,Cliente0407,7,tarjeta,3.56
408,41,VAJJ860909FJCSIA20,9,0:04:00,Cliente0408,7,efectivo,7.83
409,20,BUBM970516FOCMRE84,10,0:41:00,Cliente0409,2,tarjeta,9.76
410,52,KEEC990619MQTHDO55,11,0:00:00,Cliente0410,10,efectivo,8.8
411,68,VAPC920826MPLRUO86,12,0:52:00,Cliente0411,10,tarjeta,2.54
412,1,DAJR941016MDGLIA11,13,0:28:00,Cliente0412,2,efectivo,5.6
413,18,VASM801119AHGNLA39,14,0:18:00,Cliente0413,7,tarjeta,4.82
414,90,DUUS830112FTSIRT54,15,0:14:00,Cliente0414,6,efectivo,2.2
415,70,DOEB820928MDFMNE22,16,0:35:00,Cliente0415,4,tarjeta,7.67
416,42,LIMD721115MJCMIO09,17,0:31:00,Cliente0416,9,efectivo,9.74
417,91,CACH800731MMSZLE85,18,0:50:00,Cliente0417,5,tarjeta,5.22
418,95,TACM870706MVZNRA14,19,0:14:00,Cliente0418,10,efectivo,3.36
419,55,DABR930520MPLRIA38,20,0:08:00,Cliente0419,10,tarjeta,3.23
420,31,STWL800319GMCUAO28,1,0:26:00,Cliente0420,10,efectivo,6.16
421,92,ROSE760109MASWUR22,2,0:46:00,Cliente0421,1,tarjeta,6.13
422,1,THFT841224MQROII59,3,0:15:00,Cliente0422,8,efectivo,9.02
423,31,VASM801119AHGNLA39,4,0:09:00,Cliente0423,2,tarjeta,1.25
424,24,GIWG820104FNLLAE76,5,0:24:00,Cliente0424,4,efectivo,9.51
425,58,VAJJ860909FJCSIA20,6,0:47:00,Cliente0425,5,tarjeta,4.28
426,84,MUOS760923MNTNPI24,7,0:50:00,Cliente0426,8,efectivo,4.18
427,38,PUOL940815MCHDNA54,8,0:49:00,Cliente0427,7,tarjeta,1.44
428,37,RYHB770516PCCAEE69,9,0:36:00,Cliente0428,3,efectivo,9.29
429,36,DETE720227MMCDRP41,10,0:37:00,Cliente0429,3,tarjeta,5.22
430,22,TACM870706MVZNRA14,11,0:42:00,Cliente0430,6,efectivo,1.36
431,45,DACK761125FBSRUI38,12,0:59:00,Cliente0431,4,tarjeta,2.9
432,21,FESJ871216MBCRHE05,13,0:48:00,Cliente0432,6,efectivo,2.57
433,32,GLGL840412FNLAOO81,14,0:17:00,Cliente0433,8,tarjeta,9.25
434,45,HEMD820611MGTAEU67,15,0:53:00,Cliente0434,5,efectivo,4.77
435,79,HUVR861220MTCGEO09,16,0:29:00,Cliente0435,8,tarjeta,3.24
436,74,CHGR981221MMSERU84,17,0:32:00,Cliente0436,9,efectivo,2.03
437,41,PIGO910404FMNDED41,18,0:09:00,Cliente0437,7,tarjeta,1.96
438,63,CHGR981221MMSERU84,19,0:56:00,Cliente0438,6,efectivo,8.18
439,3,SMDH870821NDFAUA60,20,0:46:00,Cliente0439,6,tarjeta,3.22
440,2,TACM870706MVZNRA14,1,0:32:00,Cliente0440,4,efectivo,4.22
441,50,FAIG991004MSPRTE27,2,0:00:00,Cliente0441,3,tarjeta,5.98
442,78,GIWG820104FNLLAE76,3,0:17:00,Cliente0442,4,efectivo,9.07
443,72,MCCS951214FNLCHH80,4,0:48:00,Cliente0443,8,tarjeta,5.55
444,85,WHGD870116FVZAUA72,5,0:09:00,Cliente0444,9,efectivo,3.89
445,47,DRKR870309MTCOIO34,6,0:31:00,Cliente0445,5,tarjeta,6.84
446,70,FAIG991004MSPRTE27,7,0:22:00,Cliente0446,4,efectivo,5.91
447,99,PASR941118MDFCTO81,8,0:22:00,Cliente0447,8,tarjeta,3.45
448,80,HABA820225FTLRIL45,9,0:19:00,Cliente0448,4,efectivo,1.34
449,57,MACK750122MCLCRI37,10,0:31:00,Cliente0449,6,tarjeta,3.68
450,95,COHJ760326MDFSUU07,11,0:07:00,Cliente0450,3,efectivo,5.67
451,20,REMV970310MYNVOA05,12,0:42:00,Cliente0451,8,tarjeta,6.05
452,66,PRGL701222FMCIII62,13,0:16:00,Cliente0452,10,efectivo,4.71
453,16,FAIG991004MSPRTE27,14,0:42:00,Cliente0453,10,tarjeta,4.5
454,69,KEEC990619MQTHDO55,15,0:53:00,Cliente0454,2,efectivo,8.73
455,54,BUBM970516FOCMRE84,16,0:58:00,Cliente0455,3,tarjeta,8.3
456,79,DACK761125FBSRUI38,17,0:47:00,Cliente0456,2,efectivo,4.71
457,79,LEBC850828PSPTLO16,18,0:19:00,Cliente0457,9,tarjeta,3.44
458,57,VEMC760926FQRNAA13,19,0:28:00,Cliente0458,3,efectivo,2.77
459,39,DETE720227MMCDRP41,20,0:25:00,Cliente0459,4,tarjeta,1.84
460,8,SPBH830615MASEEE39,1,0:31:00,Cliente0460,5,efectivo,2.74
461,53,MUOS760923MNTNPI24,2,0:57:00,Cliente0461,7,tarjeta,7.77
462,79,VAPC920826MPLRUO86,3,0:49:00,Cliente0462,1,efectivo,1.31
463,85,HERS800926FCHBUT83,4,0:38:00,Cliente0463,9,tarjeta,8.32
464,11,KNBK960914FASOOA45,5,0:53:00,Cliente0464,8,efectivo,7.8
465,46,GADA911027FHGSIG96,6,0:15:00,Cliente0465,8,tarjeta,2.15
466,56,NEAG970216FMSWBR17,7,0:14:00,Cliente0466,10,efectivo,7.66
467,16,CUCL990924MASRHA62,8,0:13:00,Cliente0467,8,tarjeta,4.41
468,69,CHRH921025MTLEOA42,9,0:52:00,Cliente0468,8,efectivo,5.68
469,88,CRPA890528MPLAHU58,10,0:28:00,Cliente0469,9,tarjeta,8.33
470,32,DUUS830112FTSIRT54,11,0:20:00,Cliente0470,1,efectivo,7.92
471,50,GOFM961107FTCTUO54,12,0:03:00,Cliente0471,6,tarjeta,5.76
472,5,CEPY851026FNTSRO85,13,0:38:00,Cliente0472,8,efectivo,5.76
473,63,MABP780714MMNFRA82,14,0:25:00,Cliente0473,1,tarjeta,9.05
474,70,RYHB770516PCCAEE69,15,0:55:00,Cliente0474,8,efectivo,9.65
475,59,CHGR981221MMSERU84,16,0:57:00,Cliente0475,6,tarjeta,1.2
476,34,RYHB770516PCCAEE69,17,0:55:00,Cliente0476,9,efectivo,7.59
477,53,MUOS760923MNTNPI24,18,0:11:00,Cliente0477,8,tarjeta,7.84
478,88,MASA790911FCLXEU22,19,0:10:00,Cliente0478,1,efectivo,2.18
479,68,STHR841219FTLAAA64,20,0:27:00,Cliente0479,5,tarjeta,2.39
480,97,GIHN980222MCMLAI09,1,0:35:00,Cliente0480,3,efectivo,9.07
481,29,GLGL840412FNLAOO81,2,0:17:00,Cliente0481,3,tarjeta,4.47
482,4,BEWB981224FPLLOA85,3,0:11:00,Cliente0482,7,efectivo,6.34
483,10,INTL800217FSLKIE81,4,0:16:00,Cliente0483,3,tarjeta,5.61
484,10,MACK750122MCLCRI37,5,0:30:00,Cliente0484,6,efectivo,4.26
485,42,DOBL850516BQRNOI91,6,0:20:00,Cliente0485,4,tarjeta,9.66
486,74,DAJR941016MDGLIA11,7,0:03:00,Cliente0486,3,efectivo,5.92
487,19,CRFB880126FPLUEA78,8,0:56:00,Cliente0487,3,tarjeta,4.08
488,54,SMDH870821NDFAUA60,9,0:29:00,Cliente0488,2,efectivo,7.78
489,20,GADA911027FHGSIG96,10,0:50:00,Cliente0489,8,tarjeta,4.91
490,72,HERS800926FCHBUT83,11,0:28:00,Cliente0490,5,efectivo,5.8
491,46,OSKC980330BYNOUO94,12,0:36:00,Cliente0491,2,tarjeta,4.1
492,10,KEEC990619MQTHDO55,13,0:14:00,Cliente0492,3,efectivo,8.67
493,84,KLAL900916FDGEIE04,14,0:51:00,Cliente0493,4,tarjeta,9.86
494,90,KABH790308MBSROA03,15,0:04:00,Cliente0494,10,efectivo,7.8
495,42,SHSS960626FGRECI13,16,0:26:00,Cliente0495,2,tarjeta,3.8
496,67,COGD820217MOCTRO55,17,0:42:00,Cliente0496,2,efectivo,2.84
497,12,COGD820217MOCTRO55,18,0:50:00,Cliente0497,10,tarjeta,4.64
498,68,GADA911027FHGSIG96,19,0:20:00,Cliente0498,9,efectivo,2.39
499,93,SPBH830615MASEEE39,20,0:13:00,Cliente0499,4,tarjeta,9.79
500,71,REMV970310MYNVOA05,1,0:55:00,Cliente0500,9,efectivo,5.34
501,14,OSKC980330BYNOUO94,2,0:06:00,Cliente0501,2,tarjeta,7.32
502,34,PIGO910404FMNDED41,3,0:12:00,Cliente0502,4,efectivo,7.92
503,11,MCCS951214FNLCHH80,4,0:04:00,Cliente0503,1,tarjeta,1.98
504,37,GAVF891225FTSDIR46,5,0:33:00,Cliente0504,10,efectivo,3.13
505,79,KRSH740910NOCYIO87,6,0:17:00,Cliente0505,8,tarjeta,9.05
506,96,GIWG820104FNLLAE76,7,0:03:00,Cliente0506,10,efectivo,1.42
507,34,HUVR861220MTCGEO09,8,0:18:00,Cliente0507,1,tarjeta,7.54
508,95,FAIG991004MSPRTE27,9,0:10:00,Cliente0508,3,efectivo,1.19
509,67,DOBL850516BQRNOI91,10,0:23:00,Cliente0509,9,tarjeta,7.65
510,67,AYBK761021GPLCRA42,11,0:52:00,Cliente0510,3,efectivo,6.07
511,56,MAWA931112FCHRAB49,12,0:23:00,Cliente0511,6,tarjeta,7.75
512,19,SPBH830615MASEEE39,13,0:51:00,Cliente0512,7,efectivo,3.45
513,53,KNBK960914FASOOA45,14,0:43:00,Cliente0513,6,tarjeta,2.36
514,24,DACK761125FBSRUI38,15,0:22:00,Cliente0514,3,efectivo,6.32
515,71,SHCJ990110FCHAAU13,16,0:03:00,Cliente0515,6,tarjeta,3.94
516,33,KEEC990619MQTHDO55,17,0:51:00,Cliente0516,5,efectivo,6.09
517,3,CHML890621FMSAEU73,18,0:48:00,Cliente0517,10,tarjeta,9.72
518,54,MCAO920101FHGCCL03,19,0:24:00,Cliente0518,3,efectivo,3.74
519,24,BUBM970516FOCMRE84,20,0:08:00,Cliente0519,4,tarjeta,4.61
520,65,HUVR861220MTCGEO09,1,0:54:00,Cliente0520,1,efectivo,1.08
521,65,WHGD870116FVZAUA72,2,0:51:00,Cliente0521,3,tarjeta,5.77
522,60,KNBK960914FASOOA45,3,0:07:00,Cliente0522,3,efectivo,2.92
523,50,MABP780714MMNFRA82,4,0:33:00,Cliente0523,1,tarjeta,4.58
524,99,CACA880301FCHMRU20,5,0:16:00,Cliente0524,5,efectivo,8.33
525,58,CRDW760222FBSIEA91,6,0:30:00,Cliente0525,4,tarjeta,2.12
526,68,ROSE760109MASWUR22,7,0:11:00,Cliente0526,2,efectivo,2.56
527,41,MCCS951214FNLCHH80,8,0:46:00,Cliente0527,4,tarjeta,3.47
528,78,RYHB770516PCCAEE69,9,0:39:00,Cliente0528,8,efectivo,9.96
529,87,LEBC850828PSPTLO16,10,0:34:00,Cliente0529,3,tarjeta,8.58
530,21,FAIG991004MSPRTE27,11,0:45:00,Cliente0530,2,efectivo,5.22
531,40,DACK761125FBSRUI38,12,0:33:00,Cliente0531,4,tarjeta,6.65
532,23,HINA980519MOCNAD56,13,0:48:00,Cliente0532,5,efectivo,6.59
533,37,VASM801119AHGNLA39,14,0:31:00,Cliente0533,3,tarjeta,5.57
534,58,DUUS830112FTSIRT54,15,0:28:00,Cliente0534,6,efectivo,1.83
535,9,GAVF891225FTSDIR46,16,0:03:00,Cliente0535,5,tarjeta,9.2
536,52,PRGL701222FMCIII62,17,0:47:00,Cliente0536,4,efectivo,6.28
537,71,FAJJ841022MBSLAU69,18,0:23:00,Cliente0537,5,tarjeta,9.14
538,57,GIWG820104FNLLAE76,19,0:13:00,Cliente0538,9,efectivo,5.12
539,90,KABH790308MBSROA03,20,0:16:00,Cliente0539,4,tarjeta,2.09
540,13,BABG810617FHGUIA28,1,0:40:00,Cliente0540,10,efectivo,3.15
541,81,LOSK880201ATLUAA99,2,0:05:00,Cliente0541,6,tarjeta,8.85
542,88,SHCJ990110FCHAAU13,3,0:39:00,Cliente0542,6,efectivo,8.19
543,71,HUVR861220MTCGEO09,4,0:02:00,Cliente0543,7,tarjeta,4.59
544,74,FAIG991004MSPRTE27,5,0:29:00,Cliente0544,4,efectivo,6.12
545,62,VAJJ860909FJCSIA20,6,0:30:00,Cliente0545,6,tarjeta,7.82
546,72,GIHN980222MCMLAI09,7,0:27:00,Cliente0546,7,efectivo,7.36
547,72,HERS800926FCHBUT83,8,0:48:00,Cliente0547,1,tarjeta,9.31
548,73,LIMD721115MJCMIO09,9,0:50:00,Cliente0548,4,efectivo,4.68
549,12,REMV970310MYNVOA05,10,0:18:00,Cliente0549,5,tarjeta,1.27
550,72,CRFB880126FPLUEA78,11,0:56:00,Cliente0550,5,efectivo,2.56
551,7,PRGL701222FMCIII62,12,0:00:00,Cliente0551,2,tarjeta,1.04
552,89,KUWS910402NNLBEI94,13,0:35:00,Cliente0552,10,efectivo,9.88
553,38,PUOL940815MCHDNA54,14,0:15:00,Cliente0553,8,tarjeta,3.6
554,71,GELG970223FGTIEL29,15,0:26:00,Cliente0554,5,efectivo,3.14
555,87,CHGR981221MMSERU84,16,0:22:00,Cliente0555,5,tarjeta,9.59
556,8,WHGD870116FVZAUA72,17,0:31:00,Cliente0556,7,efectivo,4.32
557,35,MCCS951214FNLCHH80,18,0:19:00,Cliente0557,1,tarjeta,1.05
558,33,CHGR981221MMSERU84,19,0:10:00,Cliente0558,2,efectivo,2.08
559,64,PAAC920419FGTTVO87,20,0:06:00,Cliente0559,4,tarjeta,5.0
560,42,HINA980519MOCNAD56,1,0:38:00,Cliente0560,1,efectivo,3.7
561,22,KLAL900916FDGEIE04,2,0:57:00,Cliente0561,7,tarjeta,7.17
562,36,PACA700821FGTULN20,3,0:12:00,Cliente0562,9,efectivo,8.54
563,86,DACK761125FBSRUI38,4,0:06:00,Cliente0563,8,tarjeta,8.44
564,52,WHGD870116FVZAUA72,5,0:52:00,Cliente0564,3,efectivo,1.84
565,60,KNBK960914FASOOA45,6,0:22:00,Cliente0565,2,tarjeta,6.32
566,34,INTL800217FSLKIE81,7,0:44:00,Cliente0566,8,efectivo,3.14
567,48,SHCJ990110FCHAAU13,8,0:23:00,Cliente0567,7,tarjeta,4.52
568,16,THFT841224MQROII59,9,0:10:00,Cliente0568,4,efectivo,6.85
569,10,DOBL850516BQRNOI91,10,0:48:00,Cliente0569,3,tarjeta,3.32
570,28,FAIG991004MSPRTE27,11,0:57:00,Cliente0570,7,efectivo,9.56
571,94,GIWG820104FNLLAE76,12,0:06:00,Cliente0571,3,tarjeta,8.55
572,61,HABA820225FTLRIL45,13,0:16:00,Cliente0572,5,efectivo,8.58
573,44,KABH790308MBSROA03,14,0:50:00,Cliente0573,8,tarjeta,1.76
574,12,VASM801119AHGNLA39,15,0:23:00,Cliente0574,4,efectivo,5.31
575,64,MCCS951214FNLCHH80,16,0:08:00,Cliente0575,7,tarjeta,3.48
576,18,VEEH800225MCSRRU48,17,0:10:00,Cliente0576,10,efectivo,6.61
577,36,KLAL900916FDGEIE04,18,0:12:00,Cliente0577,5,tarjeta,6.27
578,1,BABG810617FHGUIA28,19,0:12:00,Cliente0578,3,efectivo,2.99
579,73,HUVR861220MTCGEO09,20,0:22:00,Cliente0579,4,tarjeta,2.74
580,59,HUVR861220MTCGEO09,1,0:41:00,Cliente0580,3,efectivo,9.66
581,25,CHML890621FMSAEU73,2,0:10:00,Cliente0581,6,tarjeta,9.76
582,10,MASA790911FCLXEU22,3,0:41:00,Cliente0582,10,efectivo,6.51
583,79,DOBL850516BQRNOI91,4,0:10:00,Cliente0583,2,tarjeta,7.77
584,69,GADA911027FHGSIG96,5,0:57:00,Cliente0584,2,efectivo,5.5
585,82,HABA820225FTLRIL45,6,0:49:00,Cliente0585,6,tarjeta,5.91
586,19,PIGO910404FMNDED41,7,0:08:00,Cliente0586,6,efectivo,2.13
587,21,CACH800731MMSZLE85,8,0:22:00,Cliente0587,2,tarjeta,8.17
588,37,EBHL720222MCLBAA97,9,0:28:00,Cliente0588,5,efectivo,9.0
589,80,MASA790911FCLXEU22,10,0:05:00,Cliente0589,5,tarjeta,5.18
590,24,CUCL990924MASRHA62,11,0:47:00,Cliente0590,5,efectivo,7.95
591,59,BETL920711FDGRWA64,12,0:05:00,Cliente0591,4,tarjeta,4.87
592,16,MCAO920101FHGCCL03,13,0:02:00,Cliente0592,8,efectivo,8.53
593,63,BRBL860509FJCOAY25,14,0:43:00,Cliente0593,10,tarjeta,8.36
594,54,MABP780714MMNFRA82,15,0:05:00,Cliente0594,2,efectivo,3.39
595,28,TRPL890731GDFUEA46,16,0:49:00,Cliente0595,1,tarjeta,1.03
596,67,GOFM961107FTCTUO54,17,0:13:00,Cliente0596,1,efectivo,5.36
597,52,DOBL850516BQRNOI91,18,0:30:00,Cliente0597,5,tarjeta,7.13
598,97,COGD820217MOCTRO55,19,0:30:00,Cliente0598,4,efectivo,6.26
599,74,WHGD870116FVZAUA72,20,0:08:00,Cliente0599,7,tarjeta,4.15
600,82,PUOL940815MCHDNA54,1,0:10:00,Cliente0600,7,efectivo,8.88
601,70,VEMC760926FQRNAA13,2,0:39:00,Cliente0601,4,tarjeta,4.09
602,97,NEAG970216FMSWBR17,3,0:09:00,Cliente0602,5,efectivo,3.89
603,96,CACH800731MMSZLE85,4,0:12:00,Cliente0603,1,tarjeta,7.78
604,38,CHRH921025MTLEOA42,5,0:55:00,Cliente0604,7,efectivo,6.43
605,72,VAPC920826MPLRUO86,6,0:33:00,Cliente0605,6,tarjeta,7.71
606,37,VASM801119AHGNLA39,7,0:11:00,Cliente0606,2,efectivo,8.09
607,90,DABR930520MPLRIA38,8,0:24:00,Cliente0607,10,tarjeta,3.05
608,72,MASA790911FCLXEU22,9,0:48:00,Cliente0608,9,efectivo,9.94
609,4,HINA980519MOCNAD56,10,0:06:00,Cliente0609,6,tarjeta,2.66
610,8,KEEC990619MQTHDO55,11,0:50:00,Cliente0610,10,efectivo,3.75
611,3,PACA700821FGTULN20,12,0:11:00,Cliente0611,10,tarjeta,5.55
612,53,INTL800217FSLKIE81,13,0:18:00,Cliente0612,10,efectivo,3.89
613,53,PASR941118MDFCTO81,14,0:47:00,Cliente0613,10,tarjeta,4.26
614,13,FAIG991004MSPRTE27,15,0:50:00,Cliente0614,1,efectivo,9.35
615,94,KUWS910402NNLBEI94,16,0:54:00,Cliente0615,5,tarjeta,5.88
616,48,PAAC920419FGTTVO87,17,0:17:00,Cliente0616,9,efectivo,1.82
617,32,FESJ871216MBCRHE05,18,0:34:00,Cliente0617,2,tarjeta,9.09
618,84,GIHN980222MCMLAI09,19,0:05:00,Cliente0618,2,efectivo,8.62
619,53,EBHL720222MCLBAA97,20,0:37:00,Cliente0619,1,tarjeta,8.15
620,57,LIMD721115MJCMIO09,1,0:01:00,Cliente0620,10,efectivo,9.44
621,81,MASA790911FCLXEU22,2,0:45:00,Cliente0621,4,tarjeta,7.78
622,14,MAWA931112FCHRAB49,3,0:29:00,Cliente0622,7,efectivo,9.46
623,39,CHRH921025MTLEOA42,4,0:48:00,Cliente0623,8,tarjeta,6.11
624,90,OSKC980330BYNOUO94,5,0:34:00,Cliente0624,7,efectivo,5.01
625,77,DOEB820928MDFMNE22,6,0:03:00,Cliente0625,4,tarjeta,9.81
626,13,AYBK761021GPLCRA42,7,0:09:00,Cliente0626,3,efectivo,2.57
627,67,HINA980519MOCNAD56,8,0:13:00,Cliente0627,3,tarjeta,6.1
628,45,BETL920711FDGRWA64,9,0:13:00,Cliente0628,7,efectivo,1.46
629,23,GLGL840412FNLAOO81,10,0:05:00,Cliente0629,8,tarjeta,6.85
630,20,NOGE840522MTCRRV12,11,0:09:00,Cliente0630,4,efectivo,2.64
631,25,MUOS760923MNTNPI24,12,0:58:00,Cliente0631,8,tarjeta,3.38
632,49,TACM870706MVZNRA14,13,0:13:00,Cliente0632,2,efectivo,6.29
633,74,MABP780714MMNFRA82,14,0:59:00,Cliente0633,6,tarjeta,5.61
634,39,VAJJ860909FJCSIA20,15,0:33:00,Cliente0634,7,efectivo,6.13
635,46,TRPL890731GDFUEA46,16,0:49:00,Cliente0635,3,tarjeta,9.74
636,24,KNBK960914FASOOA45,17,0:04:00,Cliente0636,8,efectivo,6.8
637,39,GIWG820104FNLLAE76,18,0:00:00,Cliente0637,2,tarjeta,8.09
638,60,STWL800319GMCUAO28,19,0:54:00,Cliente0638,8,efectivo,5.89
639,11,DUUS830112FTSIRT54,20,0:29:00,Cliente0639,4,tarjeta,4.3
640,29,CRPA890528MPLAHU58,1,0:25:00,Cliente0640,5,efectivo,2.45
641,91,AYBK761021GPLCRA42,2,0:11:00,Cliente0641,1,tarjeta,6.16
642,86,SAMC711103FGTWEH64,3,0:07:00,Cliente0642,6,efectivo,3.04
643,9,COHJ760326MDFSUU07,4,0:46:00,Cliente0643,10,tarjeta,5.35
644,64,DAJR941016MDGLIA11,5,0:30:00,Cliente0644,1,efectivo,6.27
645,4,MAEP901211MGTCNA73,6,0:27:00,Cliente0645,1,tarjeta,5.39
646,6,GAVF891225FTSDIR46,7,0:47:00,Cliente0646,3,efectivo,1.86
647,54,KNBK960914FASOOA45,8,0:01:00,Cliente0647,4,tarjeta,5.17
648,51,DRKR870309MTCOIO34,9,0:37:00,Cliente0648,4,efectivo,6.92
649,70,CRPA890528MPLAHU58,10,0:30:00,Cliente0649,4,tarjeta,7.82
650,19,DRND851022BTCIIA89,11,0:30:00,Cliente0650,1,efectivo,8.35
651,13,INTL800217FSLKIE81,12,0:45:00,Cliente0651,5,tarjeta,2.43
652,9,TRPL890731GDFUEA46,13,0:33:00,Cliente0652,2,efectivo,5.47
653,92,BUBM970516FOCMRE84,14,0:19:00,Cliente0653,7,tarjeta,4.31
654,98,BEWB981224FPLLOA85,15,0:14:00,Cliente0654,2,efectivo,5.84
655,14,ANQS780903FQTDUA20,16,0:39:00,Cliente0655,4,tarjeta,4.28
656,77,CACA880301FCHMRU20,17,0:02:00,Cliente0656,3,efectivo,3.88
657,85,PUOL940815MCHDNA54,18,0:43:00,Cliente0657,3,tarjeta,6.23
658,77,COHJ760326MDFSUU07,19,0:52:00,Cliente0658,3,efectivo,2.95
659,48,SPBH830615MASEEE39,20,0:57:00,Cliente0659,8,tarjeta,9.1
660,7,DRKR870309MTCOIO34,1,0:55:00,Cliente0660,1,efectivo,3.74
661,83,CUCL990924MASRHA62,2,0:49:00,Cliente0661,7,tarjeta,4.01
662,21,LIMD721115MJCMIO09,3,0:22:00,Cliente0662,7,efectivo,9.99
663,49,PUOL940815MCHDNA54,4,0:30:00,Cliente0663,5,tarjeta,8.24
664,10,VEMC760926FQRNAA13,5,0:05:00,Cliente0664,5,efectivo,7.71
665,16,HERS800926FCHBUT83,6,0:51:00,Cliente0665,3,tarjeta,2.94
666,3,KEEC990619MQTHDO55,7,0:14:00,Cliente0666,6,efectivo,2.6
667,5,KLAL900916FDGEIE04,8,0:42:00,Cliente0667,3,tarjeta,1.55
668,37,AYBK761021GPLCRA42,9,0:02:00,Cliente0668,9,efectivo,7.99
669,96,KILT800801FOCTAI84,10,0:53:00,Cliente0669,3,tarjeta,8.87
670,22,ROSE760109MASWUR22,11,0:01:00,Cliente0670,2,efectivo,7.84
671,74,MABP780714MMNFRA82,12,0:13:00,Cliente0671,4,tarjeta,1.07
672,1,GAVF891225FTSDIR46,13,0:21:00,Cliente0672,4,efectivo,6.2
673,81,SHSS960626FGRECI13,14,0:50:00,Cliente0673,9,tarjeta,1.22
674,67,BUBM970516FOCMRE84,15,0:21:00,Cliente0674,6,efectivo,2.2
675,51,CRPA890528MPLAHU58,16,0:53:00,Cliente0675,4,tarjeta,2.69
676,31,GIHN980222MCMLAI09,17,0:15:00,Cliente0676,3,efectivo,6.9
677,21,HINA980519MOCNAD56,18,0:42:00,Cliente0677,3,tarjeta,3.99
678,71,DETE720227MMCDRP41,19,0:46:00,Cliente0678,7,efectivo,4.21
679,77,BALS870921MCSUAC68,20,0:31:00,Cliente0679,3,tarjeta,3.91
680,14,DISG740707FSLLWW28,1,0:17:00,Cliente0680,7,efectivo,2.17
681,46,BUBM970516FOCMRE84,2,0:38:00,Cliente0681,5,tarjeta,1.14
682,73,MACK750122MCLCRI37,3,0:08:00,Cliente0682,10,efectivo,9.17
683,13,BUBM970516FOCMRE84,4,0:55:00,Cliente0683,1,tarjeta,9.18
684,96,OSKC980330BYNOUO94,5,0:36:00,Cliente0684,7,efectivo,2.38
685,12,DOBL850516BQRNOI91,6,0:53:00,Cliente0685,9,tarjeta,6.26
686,27,CEPY851026FNTSRO85,7,0:45:00,Cliente0686,10,efectivo,2.29
687,46,BRBL860509FJCOAY25,8,0:09:00,Cliente0687,10,tarjeta,5.6
688,8,MABP780714MMNFRA82,9,0:52:00,Cliente0688,5,efectivo,5.77
689,37,MAWA931112FCHRAB49,10,0:26:00,Cliente0689,7,tarjeta,3.75
690,50,MCCS951214FNLCHH80,11,0:06:00,Cliente0690,3,efectivo,7.96
691,41,PACA700821FGTULN20,12,0:51:00,Cliente0691,3,tarjeta,2.07
692,57,LIMD721115MJCMIO09,13,0:38:00,Cliente0692,8,efectivo,8.34
693,93,DOEB820928MDFMNE22,14,0:25:00,Cliente0693,5,tarjeta,8.97
